Country,EdLevel,YearsCodePro,Salary,lat,lon
India,Bachelor’s degree,7.0,10963.0,22.92500640740852,79.59370376325381
Germany,Bachelor’s degree,7.0,53748.0,51.13372269040778,10.288485092742851
Russia,Post grad,5.0,72732.0,61.98084075071274,96.87522325596434
France,Master’s degree,3.0,40525.0,42.46070432663372,-2.8766966992706267
Sweden,Less than a Bachelors,13.0,58512.0,62.811484968080336,16.59626584684802
Spain,Master’s degree,3.0,35192.0,40.348656106226734,-3.6170206023873743
Austria,Bachelor’s degree,4.0,45373.0,47.6139487927463,14.076158884337072
Australia,Less than a Bachelors,9.0,92002.0,-25.730654779726077,134.50277547536595
United Kingdom,Less than a Bachelors,9.0,87948.0,53.91477348053706,-2.8531353951805545
United Kingdom,Less than a Bachelors,40.0,75384.0,53.91477348053706,-2.8531353951805545
Germany,Master’s degree,3.0,53322.0,51.13372269040778,10.288485092742851
France,Post grad,6.0,57588.0,42.46070432663372,-2.8766966992706267
Romania,Bachelor’s degree,15.0,31056.0,45.857101035738005,24.943252494635377
Sweden,Post grad,5.0,64608.0,62.811484968080336,16.59626584684802
United Kingdom,Less than a Bachelors,11.0,144485.0,53.91477348053706,-2.8531353951805545
Germany,Master’s degree,8.0,87448.0,51.13372269040778,10.288485092742851
Finland,Less than a Bachelors,16.0,71451.0,64.50409403963651,26.211764610296353
United Kingdom,Bachelor’s degree,0.5,50256.0,53.91477348053706,-2.8531353951805545
India,Master’s degree,6.0,12897.0,22.92500640740852,79.59370376325381
Netherlands,Master’s degree,3.0,53322.0,52.298700374441786,5.512217100965399
Denmark,Master’s degree,4.0,82596.0,56.06393446179454,9.876372937675002
Netherlands,Bachelor’s degree,12.0,29436.0,52.298700374441786,5.512217100965399
Lithuania,Bachelor’s degree,2.0,46644.0,55.284319484766066,23.88064027584349
France,Master’s degree,7.0,83182.0,42.46070432663372,-2.8766966992706267
Greece,Bachelor’s degree,4.0,14076.0,39.066715899713955,22.719813447095053
United Kingdom,Master’s degree,12.0,72871.0,53.91477348053706,-2.8531353951805545
France,Bachelor’s degree,21.0,48624.0,42.46070432663372,-2.8766966992706267
Poland,Master’s degree,31.0,52728.0,52.14826021933187,19.31101430844868
Spain,Bachelor’s degree,3.0,26661.0,40.348656106226734,-3.6170206023873743
China,Bachelor’s degree,5.0,18024.0,36.555066531858685,103.88361230063249
Italy,Bachelor’s degree,6.0,34126.0,42.751183052964265,12.140788372235871
Germany,Less than a Bachelors,3.0,12792.0,51.13372269040778,10.288485092742851
South Africa,Less than a Bachelors,14.0,45516.0,-28.947033259979115,25.048013879861678
Slovenia,Less than a Bachelors,15.0,85315.0,46.12542205901039,14.938152320795732
Italy,Less than a Bachelors,2.0,23995.0,42.751183052964265,12.140788372235871
United Kingdom,Less than a Bachelors,8.0,66589.0,53.91477348053706,-2.8531353951805545
Austria,Less than a Bachelors,10.0,44796.0,47.6139487927463,14.076158884337072
France,Master’s degree,10.0,47990.0,42.46070432663372,-2.8766966992706267
France,Less than a Bachelors,4.0,33276.0,42.46070432663372,-2.8766966992706267
Sweden,Less than a Bachelors,5.0,106044.0,62.811484968080336,16.59626584684802
Ukraine,Bachelor’s degree,10.0,78000.0,48.97301760592337,31.369528906580406
Denmark,Less than a Bachelors,10.0,96360.0,56.06393446179454,9.876372937675002
Australia,Master’s degree,3.0,95541.0,-25.730654779726077,134.50277547536595
Russia,Bachelor’s degree,6.0,65806.0,61.98084075071274,96.87522325596434
United States of America,Less than a Bachelors,8.0,250000.0,45.70562800215178,-112.5994359115045
United States of America,Bachelor’s degree,15.0,163000.0,45.70562800215178,-112.5994359115045
Poland,Bachelor’s degree,11.0,52728.0,52.14826021933187,19.31101430844868
Netherlands,Bachelor’s degree,0.5,29860.0,52.298700374441786,5.512217100965399
Germany,Master’s degree,4.0,53322.0,51.13372269040778,10.288485092742851
Netherlands,Less than a Bachelors,6.0,76788.0,52.298700374441786,5.512217100965399
South Africa,Bachelor’s degree,2.0,25032.0,-28.947033259979115,25.048013879861678
Finland,Bachelor’s degree,6.0,57588.0,64.50409403963651,26.211764610296353
Spain,Less than a Bachelors,4.0,26661.0,40.348656106226734,-3.6170206023873743
India,Bachelor’s degree,10.0,58037.0,22.92500640740852,79.59370376325381
France,Post grad,12.0,74651.0,42.46070432663372,-2.8766966992706267
Germany,Master’s degree,23.0,90647.0,51.13372269040778,10.288485092742851
South Africa,Less than a Bachelors,20.0,72072.0,-28.947033259979115,25.048013879861678
Italy,Less than a Bachelors,22.0,16632.0,42.751183052964265,12.140788372235871
Ukraine,Master’s degree,7.0,76000.0,48.97301760592337,31.369528906580406
Netherlands,Master’s degree,30.0,138637.0,52.298700374441786,5.512217100965399
Lithuania,Bachelor’s degree,4.0,46923.0,55.284319484766066,23.88064027584349
Norway,Post grad,12.0,93335.0,69.15685630975351,15.468119955206761
Germany,Master’s degree,7.0,74651.0,51.13372269040778,10.288485092742851
United Kingdom,Less than a Bachelors,32.0,87948.0,53.91477348053706,-2.8531353951805545
France,Master’s degree,5.0,53692.0,42.46070432663372,-2.8766966992706267
Israel,Bachelor’s degree,12.0,161424.0,31.4849193900197,35.003851206429005
Spain,Bachelor’s degree,3.0,84000.0,40.348656106226734,-3.6170206023873743
France,Post grad,4.0,38388.0,42.46070432663372,-2.8766966992706267
France,Master’s degree,4.0,60787.0,42.46070432663372,-2.8766966992706267
Bulgaria,Master’s degree,0.5,39264.0,42.7531187620217,25.19511095327711
India,Bachelor’s degree,4.0,201192.0,22.92500640740852,79.59370376325381
Finland,Master’s degree,2.0,33912.0,64.50409403963651,26.211764610296353
Germany,Less than a Bachelors,3.0,44796.0,51.13372269040778,10.288485092742851
Spain,Bachelor’s degree,6.0,42657.0,40.348656106226734,-3.6170206023873743
Germany,Master’s degree,2.0,39096.0,51.13372269040778,10.288485092742851
Romania,Less than a Bachelors,3.0,14496.0,45.857101035738005,24.943252494635377
Italy,Post grad,6.0,50123.0,42.751183052964265,12.140788372235871
Turkey,Post grad,10.0,25704.0,39.06837194061471,35.116900150938406
Sweden,Less than a Bachelors,4.0,57288.0,62.811484968080336,16.59626584684802
Poland,Less than a Bachelors,2.0,26088.0,52.14826021933187,19.31101430844868
China,Bachelor’s degree,2.0,21624.0,36.555066531858685,103.88361230063249
Spain,Post grad,14.0,69318.0,40.348656106226734,-3.6170206023873743
Romania,Bachelor’s degree,8.0,38820.0,45.857101035738005,24.943252494635377
Russia,Master’s degree,7.0,74808.0,61.98084075071274,96.87522325596434
India,Bachelor’s degree,3.0,25794.0,22.92500640740852,79.59370376325381
Belgium,Post grad,9.0,63986.0,50.65244095902296,4.580834113854935
Romania,Bachelor’s degree,6.0,35724.0,45.857101035738005,24.943252494635377
Spain,Bachelor’s degree,10.0,44790.0,40.348656106226734,-3.6170206023873743
Serbia,Master’s degree,6.0,53748.0,44.23303653365162,20.819651926382583
Switzerland,Bachelor’s degree,5.0,87907.0,46.79173768366762,8.118300613385486
Belgium,Bachelor’s degree,5.0,44796.0,50.65244095902296,4.580834113854935
United Kingdom,Bachelor’s degree,4.0,40205.0,53.91477348053706,-2.8531353951805545
Poland,Master’s degree,8.0,49956.0,52.14826021933187,19.31101430844868
Germany,Master’s degree,5.0,54388.0,51.13372269040778,10.288485092742851
France,Master’s degree,12.0,85315.0,42.46070432663372,-2.8766966992706267
India,Master’s degree,10.0,38692.0,22.92500640740852,79.59370376325381
Italy,Master’s degree,8.0,17596.0,42.751183052964265,12.140788372235871
Germany,Post grad,23.0,127972.0,51.13372269040778,10.288485092742851
France,Master’s degree,10.0,63986.0,42.46070432663372,-2.8766966992706267
Denmark,Master’s degree,7.0,47316.0,56.06393446179454,9.876372937675002
France,Master’s degree,13.0,117308.0,42.46070432663372,-2.8766966992706267
Ireland,Bachelor’s degree,10.0,175962.0,53.18059120995006,-8.010236544877012
France,Master’s degree,17.0,106644.0,42.46070432663372,-2.8766966992706267
Spain,Bachelor’s degree,20.0,33276.0,40.348656106226734,-3.6170206023873743
Norway,Less than a Bachelors,35.0,124447.0,69.15685630975351,15.468119955206761
Italy,Less than a Bachelors,13.0,40525.0,42.751183052964265,12.140788372235871
France,Post grad,4.0,34548.0,42.46070432663372,-2.8766966992706267
Austria,Less than a Bachelors,3.0,47352.0,47.6139487927463,14.076158884337072
Belgium,Bachelor’s degree,15.0,48624.0,50.65244095902296,4.580834113854935
Turkey,Master’s degree,8.0,52608.0,39.06837194061471,35.116900150938406
Netherlands,Bachelor’s degree,2.0,38676.0,52.298700374441786,5.512217100965399
Italy,Bachelor’s degree,7.0,58654.0,42.751183052964265,12.140788372235871
Austria,Less than a Bachelors,8.0,106644.0,47.6139487927463,14.076158884337072
Germany,Less than a Bachelors,6.0,122640.0,51.13372269040778,10.288485092742851
Spain,Master’s degree,15.0,53322.0,40.348656106226734,-3.6170206023873743
South Africa,Less than a Bachelors,13.0,40332.0,-28.947033259979115,25.048013879861678
France,Master’s degree,1.0,37859.0,42.46070432663372,-2.8766966992706267
Germany,Master’s degree,12.0,90221.0,51.13372269040778,10.288485092742851
Italy,Post grad,8.0,31993.0,42.751183052964265,12.140788372235871
Poland,Master’s degree,8.0,126567.0,52.14826021933187,19.31101430844868
Germany,Master’s degree,8.0,85315.0,51.13372269040778,10.288485092742851
Turkey,Less than a Bachelors,25.0,13524.0,39.06837194061471,35.116900150938406
Switzerland,Bachelor’s degree,14.0,144787.0,46.79173768366762,8.118300613385486
Germany,Bachelor’s degree,11.0,69318.0,51.13372269040778,10.288485092742851
France,Master’s degree,9.0,88130.0,42.46070432663372,-2.8766966992706267
Germany,Less than a Bachelors,10.0,69318.0,51.13372269040778,10.288485092742851
Finland,Less than a Bachelors,25.0,106644.0,64.50409403963651,26.211764610296353
France,Less than a Bachelors,2.0,47990.0,42.46070432663372,-2.8766966992706267
Spain,Bachelor’s degree,11.0,90647.0,40.348656106226734,-3.6170206023873743
France,Master’s degree,22.0,79983.0,42.46070432663372,-2.8766966992706267
United Kingdom,Master’s degree,5.0,100511.0,53.91477348053706,-2.8531353951805545
South Africa,Master’s degree,7.0,91032.0,-28.947033259979115,25.048013879861678
France,Master’s degree,2.0,39458.0,42.46070432663372,-2.8766966992706267
Switzerland,Master’s degree,6.0,124103.0,46.79173768366762,8.118300613385486
Germany,Master’s degree,6.0,74651.0,51.13372269040778,10.288485092742851
Norway,Bachelor’s degree,6.0,77779.0,69.15685630975351,15.468119955206761
Bulgaria,Less than a Bachelors,5.0,24864.0,42.7531187620217,25.19511095327711
Israel,Master’s degree,9.0,150660.0,31.4849193900197,35.003851206429005
China,Master’s degree,12.0,165175.0,36.555066531858685,103.88361230063249
New Zealand,Bachelor’s degree,9.0,80417.0,-41.662578757158684,172.70192594405574
Norway,Master’s degree,18.0,103705.0,69.15685630975351,15.468119955206761
France,Master’s degree,6.0,56521.0,42.46070432663372,-2.8766966992706267
New Zealand,Bachelor’s degree,30.0,51467.0,-41.662578757158684,172.70192594405574
United Kingdom,Master’s degree,2.0,41160.0,53.91477348053706,-2.8531353951805545
France,Master’s degree,8.0,93078.0,42.46070432663372,-2.8766966992706267
France,Master’s degree,7.0,58654.0,42.46070432663372,-2.8766966992706267
United Kingdom,Bachelor’s degree,7.0,51512.0,53.91477348053706,-2.8531353951805545
Serbia,Less than a Bachelors,15.0,63204.0,44.23303653365162,20.819651926382583
Spain,Master’s degree,12.0,106644.0,40.348656106226734,-3.6170206023873743
Denmark,Master’s degree,7.0,99804.0,56.06393446179454,9.876372937675002
Germany,Master’s degree,4.0,85315.0,51.13372269040778,10.288485092742851
Germany,Master’s degree,3.0,38388.0,51.13372269040778,10.288485092742851
United Kingdom,Master’s degree,5.0,106793.0,53.91477348053706,-2.8531353951805545
Lithuania,Less than a Bachelors,9.0,63984.0,55.284319484766066,23.88064027584349
Switzerland,Master’s degree,10.0,144787.0,46.79173768366762,8.118300613385486
Serbia,Less than a Bachelors,1.0,21756.0,44.23303653365162,20.819651926382583
Denmark,Bachelor’s degree,2.0,86040.0,56.06393446179454,9.876372937675002
Germany,Master’s degree,37.0,106644.0,51.13372269040778,10.288485092742851
United Kingdom,Master’s degree,8.0,106793.0,53.91477348053706,-2.8531353951805545
France,Master’s degree,12.0,51189.0,42.46070432663372,-2.8766966992706267
Germany,Post grad,18.0,83182.0,51.13372269040778,10.288485092742851
Denmark,Less than a Bachelors,1.0,53340.0,56.06393446179454,9.876372937675002
Italy,Master’s degree,32.0,69318.0,42.751183052964265,12.140788372235871
Russia,Bachelor’s degree,1.0,11424.0,61.98084075071274,96.87522325596434
Poland,Less than a Bachelors,5.0,41628.0,52.14826021933187,19.31101430844868
Denmark,Bachelor’s degree,12.0,119876.0,56.06393446179454,9.876372937675002
Italy,Less than a Bachelors,3.0,23462.0,42.751183052964265,12.140788372235871
South Africa,Less than a Bachelors,6.0,53100.0,-28.947033259979115,25.048013879861678
Germany,Bachelor’s degree,8.0,60144.0,51.13372269040778,10.288485092742851
Germany,Bachelor’s degree,9.0,57588.0,51.13372269040778,10.288485092742851
Sweden,Bachelor’s degree,7.0,134088.0,62.811484968080336,16.59626584684802
United Kingdom,Bachelor’s degree,3.0,43974.0,53.91477348053706,-2.8531353951805545
Slovenia,Bachelor’s degree,4.0,57588.0,46.12542205901039,14.938152320795732
United Kingdom,Bachelor’s degree,5.0,69102.0,53.91477348053706,-2.8531353951805545
France,Less than a Bachelors,2.0,47990.0,42.46070432663372,-2.8766966992706267
France,Master’s degree,8.0,66119.0,42.46070432663372,-2.8766966992706267
United Kingdom,Post grad,5.0,94230.0,53.91477348053706,-2.8531353951805545
Netherlands,Bachelor’s degree,6.0,52682.0,52.298700374441786,5.512217100965399
Sweden,Bachelor’s degree,15.0,43512.0,62.811484968080336,16.59626584684802
Germany,Bachelor’s degree,4.0,31992.0,51.13372269040778,10.288485092742851
India,Bachelor’s degree,5.0,12897.0,22.92500640740852,79.59370376325381
Switzerland,Bachelor’s degree,8.0,110659.0,46.79173768366762,8.118300613385486
Spain,Bachelor’s degree,15.0,74651.0,40.348656106226734,-3.6170206023873743
France,Master’s degree,9.0,58654.0,42.46070432663372,-2.8766966992706267
Austria,Post grad,10.0,79983.0,47.6139487927463,14.076158884337072
Australia,Less than a Bachelors,23.0,127388.0,-25.730654779726077,134.50277547536595
Denmark,Bachelor’s degree,20.0,94644.0,56.06393446179454,9.876372937675002
United States of America,Bachelor’s degree,6.0,95000.0,45.70562800215178,-112.5994359115045
Sweden,Master’s degree,4.0,46320.0,62.811484968080336,16.59626584684802
Romania,Master’s degree,7.0,63986.0,45.857101035738005,24.943252494635377
Germany,Master’s degree,2.0,55452.0,51.13372269040778,10.288485092742851
Slovenia,Less than a Bachelors,5.0,38388.0,46.12542205901039,14.938152320795732
Spain,Bachelor’s degree,0.5,24612.0,40.348656106226734,-3.6170206023873743
Spain,Bachelor’s degree,10.0,59720.0,40.348656106226734,-3.6170206023873743
France,Master’s degree,7.0,60787.0,42.46070432663372,-2.8766966992706267
Denmark,Bachelor’s degree,4.0,73992.0,56.06393446179454,9.876372937675002
Slovenia,Master’s degree,35.0,31992.0,46.12542205901039,14.938152320795732
Germany,Less than a Bachelors,10.0,43512.0,51.13372269040778,10.288485092742851
Finland,Master’s degree,17.0,79983.0,64.50409403963651,26.211764610296353
Germany,Bachelor’s degree,2.0,54388.0,51.13372269040778,10.288485092742851
Italy,Less than a Bachelors,6.0,47990.0,42.751183052964265,12.140788372235871
Hungary,Less than a Bachelors,6.0,13392.0,47.19995117195427,19.357628627745918
Turkey,Bachelor’s degree,20.0,22548.0,39.06837194061471,35.116900150938406
United Kingdom,Less than a Bachelors,12.0,100511.0,53.91477348053706,-2.8531353951805545
France,Master’s degree,4.0,39458.0,42.46070432663372,-2.8766966992706267
Germany,Bachelor’s degree,8.0,87981.0,51.13372269040778,10.288485092742851
Germany,Bachelor’s degree,9.0,79983.0,51.13372269040778,10.288485092742851
Belgium,Master’s degree,18.0,63984.0,50.65244095902296,4.580834113854935
Germany,Less than a Bachelors,8.0,55455.0,51.13372269040778,10.288485092742851
Slovenia,Master’s degree,5.0,39120.0,46.12542205901039,14.938152320795732
New Zealand,Less than a Bachelors,6.0,57900.0,-41.662578757158684,172.70192594405574
Hungary,Bachelor’s degree,4.0,37824.0,47.19995117195427,19.357628627745918
Belgium,Less than a Bachelors,1.0,33276.0,50.65244095902296,4.580834113854935
United States of America,Bachelor’s degree,14.0,117000.0,45.70562800215178,-112.5994359115045
Denmark,Master’s degree,15.0,136536.0,56.06393446179454,9.876372937675002
Slovenia,Master’s degree,2.0,51192.0,46.12542205901039,14.938152320795732
United Kingdom,Bachelor’s degree,49.0,75384.0,53.91477348053706,-2.8531353951805545
Germany,Master’s degree,7.0,76788.0,51.13372269040778,10.288485092742851
Poland,Master’s degree,13.0,104063.0,52.14826021933187,19.31101430844868
France,Post grad,7.0,34548.0,42.46070432663372,-2.8766966992706267
United Kingdom,Bachelor’s degree,10.0,96742.0,53.91477348053706,-2.8531353951805545
United Kingdom,Bachelor’s degree,16.0,94230.0,53.91477348053706,-2.8531353951805545
France,Master’s degree,6.0,61320.0,42.46070432663372,-2.8766966992706267
Slovenia,Master’s degree,7.0,112620.0,46.12542205901039,14.938152320795732
United Kingdom,Bachelor’s degree,11.0,69102.0,53.91477348053706,-2.8531353951805545
China,Bachelor’s degree,6.0,75080.0,36.555066531858685,103.88361230063249
Germany,Master’s degree,5.0,56521.0,51.13372269040778,10.288485092742851
Poland,Master’s degree,11.0,67152.0,52.14826021933187,19.31101430844868
Germany,Master’s degree,9.0,111976.0,51.13372269040778,10.288485092742851
Denmark,Master’s degree,10.0,86040.0,56.06393446179454,9.876372937675002
Spain,Bachelor’s degree,9.0,49056.0,40.348656106226734,-3.6170206023873743
Germany,Post grad,12.0,106644.0,51.13372269040778,10.288485092742851
India,Bachelor’s degree,13.0,21925.0,22.92500640740852,79.59370376325381
Germany,Master’s degree,3.0,34548.0,51.13372269040778,10.288485092742851
Portugal,Less than a Bachelors,5.0,47990.0,39.63404977497817,-8.055765588295687
Lithuania,Bachelor’s degree,10.0,102378.0,55.284319484766066,23.88064027584349
China,Bachelor’s degree,9.0,54060.0,36.555066531858685,103.88361230063249
Germany,Less than a Bachelors,35.0,49321.0,51.13372269040778,10.288485092742851
Portugal,Master’s degree,4.0,35192.0,39.63404977497817,-8.055765588295687
France,Master’s degree,4.0,39458.0,42.46070432663372,-2.8766966992706267
Italy,Less than a Bachelors,4.0,13864.0,42.751183052964265,12.140788372235871
Germany,Master’s degree,11.0,85315.0,51.13372269040778,10.288485092742851
Sweden,Master’s degree,3.0,64608.0,62.811484968080336,16.59626584684802
South Africa,Bachelor’s degree,20.0,83448.0,-28.947033259979115,25.048013879861678
South Africa,Less than a Bachelors,2.0,13656.0,-28.947033259979115,25.048013879861678
Germany,Bachelor’s degree,4.0,44790.0,51.13372269040778,10.288485092742851
Netherlands,Bachelor’s degree,30.0,85315.0,52.298700374441786,5.512217100965399
United Kingdom,Master’s degree,3.0,31410.0,53.91477348053706,-2.8531353951805545
Poland,Bachelor’s degree,13.0,86381.0,52.14826021933187,19.31101430844868
Spain,Master’s degree,15.0,101312.0,40.348656106226734,-3.6170206023873743
Indonesia,Bachelor’s degree,7.0,28668.0,-2.221737936520542,117.42340756227364
Austria,Less than a Bachelors,3.0,44796.0,47.6139487927463,14.076158884337072
Germany,Master’s degree,3.0,63986.0,51.13372269040778,10.288485092742851
Bulgaria,Master’s degree,7.0,65435.0,42.7531187620217,25.19511095327711
Spain,Less than a Bachelors,6.0,53322.0,40.348656106226734,-3.6170206023873743
Slovenia,Bachelor’s degree,8.0,54168.0,46.12542205901039,14.938152320795732
Poland,Bachelor’s degree,7.0,54108.0,52.14826021933187,19.31101430844868
Netherlands,Bachelor’s degree,6.0,38392.0,52.298700374441786,5.512217100965399
Iran,Bachelor’s degree,3.0,56736.0,32.51891731762539,54.285451496891426
Germany,Less than a Bachelors,5.0,60787.0,51.13372269040778,10.288485092742851
Hungary,Bachelor’s degree,5.0,36828.0,47.19995117195427,19.357628627745918
Slovenia,Less than a Bachelors,5.0,48624.0,46.12542205901039,14.938152320795732
France,Master’s degree,5.0,37859.0,42.46070432663372,-2.8766966992706267
Germany,Less than a Bachelors,13.0,74651.0,51.13372269040778,10.288485092742851
Australia,Bachelor’s degree,1.0,77848.0,-25.730654779726077,134.50277547536595
Spain,Post grad,20.0,34548.0,40.348656106226734,-3.6170206023873743
Germany,Master’s degree,20.0,51192.0,51.13372269040778,10.288485092742851
France,Master’s degree,7.0,63986.0,42.46070432663372,-2.8766966992706267
France,Master’s degree,4.0,37325.0,42.46070432663372,-2.8766966992706267
Germany,Post grad,14.0,76783.0,51.13372269040778,10.288485092742851
Italy,Master’s degree,20.0,68252.0,42.751183052964265,12.140788372235871
Denmark,Master’s degree,15.0,137652.0,56.06393446179454,9.876372937675002
Hungary,Bachelor’s degree,12.0,40176.0,47.19995117195427,19.357628627745918
Switzerland,Bachelor’s degree,3.0,78185.0,46.79173768366762,8.118300613385486
Netherlands,Bachelor’s degree,6.0,68252.0,52.298700374441786,5.512217100965399
Spain,Less than a Bachelors,3.0,53322.0,40.348656106226734,-3.6170206023873743
South Africa,Bachelor’s degree,1.0,15168.0,-28.947033259979115,25.048013879861678
Australia,Bachelor’s degree,15.0,84925.0,-25.730654779726077,134.50277547536595
Germany,Master’s degree,6.0,58654.0,51.13372269040778,10.288485092742851
South Africa,Bachelor’s degree,7.0,47796.0,-28.947033259979115,25.048013879861678
Denmark,Bachelor’s degree,1.0,51624.0,56.06393446179454,9.876372937675002
United Kingdom,Master’s degree,7.0,125639.0,53.91477348053706,-2.8531353951805545
France,Post grad,24.0,156168.0,42.46070432663372,-2.8766966992706267
United States of America,Master’s degree,8.0,165000.0,45.70562800215178,-112.5994359115045
Slovenia,Master’s degree,5.0,54388.0,46.12542205901039,14.938152320795732
United Kingdom,Bachelor’s degree,6.0,67845.0,53.91477348053706,-2.8531353951805545
Denmark,Less than a Bachelors,10.0,160020.0,56.06393446179454,9.876372937675002
Netherlands,Less than a Bachelors,45.0,57588.0,52.298700374441786,5.512217100965399
United Kingdom,Bachelor’s degree,8.0,69102.0,53.91477348053706,-2.8531353951805545
Spain,Master’s degree,7.0,59720.0,40.348656106226734,-3.6170206023873743
United Kingdom,Bachelor’s degree,4.0,69102.0,53.91477348053706,-2.8531353951805545
Belgium,Bachelor’s degree,0.5,40308.0,50.65244095902296,4.580834113854935
Iran,Master’s degree,10.0,96444.0,32.51891731762539,54.285451496891426
Spain,Bachelor’s degree,9.0,49056.0,40.348656106226734,-3.6170206023873743
United Kingdom,Bachelor’s degree,8.0,64202.0,53.91477348053706,-2.8531353951805545
Germany,Less than a Bachelors,8.0,61428.0,51.13372269040778,10.288485092742851
Germany,Bachelor’s degree,2.0,63986.0,51.13372269040778,10.288485092742851
Iran,Master’s degree,6.0,85104.0,32.51891731762539,54.285451496891426
Switzerland,Post grad,28.0,63986.0,46.79173768366762,8.118300613385486
Russia,Less than a Bachelors,7.0,83124.0,61.98084075071274,96.87522325596434
Switzerland,Master’s degree,2.0,108590.0,46.79173768366762,8.118300613385486
Israel,Less than a Bachelors,7.0,161424.0,31.4849193900197,35.003851206429005
United Kingdom,Bachelor’s degree,2.0,43974.0,53.91477348053706,-2.8531353951805545
Russia,Bachelor’s degree,4.0,62340.0,61.98084075071274,96.87522325596434
United Kingdom,Bachelor’s degree,9.0,138203.0,53.91477348053706,-2.8531353951805545
India,Bachelor’s degree,1.0,12897.0,22.92500640740852,79.59370376325381
United Kingdom,Bachelor’s degree,4.0,33923.0,53.91477348053706,-2.8531353951805545
United Kingdom,Post grad,22.0,61563.0,53.91477348053706,-2.8531353951805545
Germany,Less than a Bachelors,5.0,57588.0,51.13372269040778,10.288485092742851
United Kingdom,Bachelor’s degree,11.0,119357.0,53.91477348053706,-2.8531353951805545
Italy,Bachelor’s degree,10.0,31993.0,42.751183052964265,12.140788372235871
India,Bachelor’s degree,7.0,23220.0,22.92500640740852,79.59370376325381
Germany,Less than a Bachelors,9.0,48624.0,51.13372269040778,10.288485092742851
United Kingdom,Less than a Bachelors,15.0,75384.0,53.91477348053706,-2.8531353951805545
United Kingdom,Master’s degree,30.0,66589.0,53.91477348053706,-2.8531353951805545
France,Less than a Bachelors,17.0,69318.0,42.46070432663372,-2.8766966992706267
United Kingdom,Bachelor’s degree,8.0,65961.0,53.91477348053706,-2.8531353951805545
United Kingdom,Less than a Bachelors,20.0,75384.0,53.91477348053706,-2.8531353951805545
Romania,Master’s degree,5.0,25596.0,45.857101035738005,24.943252494635377
United Kingdom,Bachelor’s degree,11.0,89204.0,53.91477348053706,-2.8531353951805545
Poland,Master’s degree,16.0,47124.0,52.14826021933187,19.31101430844868
Finland,Master’s degree,15.0,65520.0,64.50409403963651,26.211764610296353
Ireland,Post grad,32.0,89779.0,53.18059120995006,-8.010236544877012
Belgium,Master’s degree,10.0,63986.0,50.65244095902296,4.580834113854935
United Kingdom,Bachelor’s degree,40.0,125639.0,53.91477348053706,-2.8531353951805545
Portugal,Post grad,8.0,58654.0,39.63404977497817,-8.055765588295687
India,Master’s degree,2.0,11607.0,22.92500640740852,79.59370376325381
United Kingdom,Bachelor’s degree,8.0,87948.0,53.91477348053706,-2.8531353951805545
Finland,Bachelor’s degree,2.0,26880.0,64.50409403963651,26.211764610296353
Portugal,Master’s degree,5.0,27727.0,39.63404977497817,-8.055765588295687
South Africa,Bachelor’s degree,7.0,68280.0,-28.947033259979115,25.048013879861678
Iran,Bachelor’s degree,3.0,42552.0,32.51891731762539,54.285451496891426
Finland,Bachelor’s degree,10.0,51192.0,64.50409403963651,26.211764610296353
United Kingdom,Bachelor’s degree,0.5,33168.0,53.91477348053706,-2.8531353951805545
France,Master’s degree,4.0,42657.0,42.46070432663372,-2.8766966992706267
Netherlands,Bachelor’s degree,1.0,37116.0,52.298700374441786,5.512217100965399
United Kingdom,Bachelor’s degree,4.0,87948.0,53.91477348053706,-2.8531353951805545
France,Master’s degree,12.0,63986.0,42.46070432663372,-2.8766966992706267
Ireland,Bachelor’s degree,6.0,69318.0,53.18059120995006,-8.010236544877012
United Kingdom,Bachelor’s degree,15.0,85435.0,53.91477348053706,-2.8531353951805545
United Kingdom,Bachelor’s degree,4.0,52769.0,53.91477348053706,-2.8531353951805545
Netherlands,Bachelor’s degree,8.0,35196.0,52.298700374441786,5.512217100965399
Germany,Bachelor’s degree,5.0,53855.0,51.13372269040778,10.288485092742851
United States of America,Bachelor’s degree,23.0,130000.0,45.70562800215178,-112.5994359115045
Turkey,Bachelor’s degree,14.0,60132.0,39.06837194061471,35.116900150938406
Slovenia,Less than a Bachelors,12.0,43512.0,46.12542205901039,14.938152320795732
France,Master’s degree,2.0,25596.0,42.46070432663372,-2.8766966992706267
United Kingdom,Less than a Bachelors,21.0,81666.0,53.91477348053706,-2.8531353951805545
Italy,Less than a Bachelors,6.0,32000.0,42.751183052964265,12.140788372235871
Spain,Master’s degree,8.0,69318.0,40.348656106226734,-3.6170206023873743
Germany,Master’s degree,7.0,106110.0,51.13372269040778,10.288485092742851
Italy,Less than a Bachelors,23.0,25596.0,42.751183052964265,12.140788372235871
India,Bachelor’s degree,10.0,42561.0,22.92500640740852,79.59370376325381
Slovenia,Bachelor’s degree,8.0,56521.0,46.12542205901039,14.938152320795732
Bulgaria,Less than a Bachelors,6.0,34020.0,42.7531187620217,25.19511095327711
United Kingdom,Bachelor’s degree,13.0,69102.0,53.91477348053706,-2.8531353951805545
Ireland,Less than a Bachelors,3.0,85315.0,53.18059120995006,-8.010236544877012
Australia,Less than a Bachelors,18.0,67944.0,-25.730654779726077,134.50277547536595
Germany,Less than a Bachelors,10.0,51192.0,51.13372269040778,10.288485092742851
