Country,EdLevel,YearsCodePro,Salary
Colombia,Post grad,4.0,46800.0
United States of America,Bachelor’s degree,7.0,165000.0
United States of America,Master’s degree,10.0,230000.0
United States of America,Bachelor’s degree,7.0,245010.0
United States of America,Less than a Bachelors,25.0,125000.0
United States of America,Less than a Bachelors,9.0,180000.0
United States of America,Bachelor’s degree,0.5,83200.0
Canada,Master’s degree,4.0,85893.0
Colombia,Bachelor’s degree,5.0,54348.0
United States of America,Bachelor’s degree,5.0,150000.0
United States of America,Bachelor’s degree,5.0,135000.0
Netherlands,Master’s degree,16.0,63984.0
United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors,24.0,100511.0
United States of America,Bachelor’s degree,2.0,110000.0
United States of America,Bachelor’s degree,2.0,65000.0
United States of America,Bachelor’s degree,2.0,176000.0
United States of America,Bachelor’s degree,0.5,110000.0
United States of America,Bachelor’s degree,2.0,91000.0
Other,Bachelor’s degree,3.0,24000.0
United States of America,Bachelor’s degree,14.0,156948.0
United States of America,Bachelor’s degree,11.0,128000.0
Brazil,Master’s degree,10.0,24924.0
United States of America,Master’s degree,5.0,125000.0
Mexico,Post grad,4.0,11436.0
United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors,4.0,38948.0
Mexico,Bachelor’s degree,3.0,13248.0
Colombia,Master’s degree,4.0,42276.0
Canada,Less than a Bachelors,6.0,88235.0
Sweden,Less than a Bachelors,37.0,75576.0
Poland,Less than a Bachelors,3.0,54108.0
Other,Less than a Bachelors,15.0,11525.0
France,Master’s degree,10.0,79983.0
Mexico,Bachelor’s degree,5.0,48000.0
India,Bachelor’s degree,4.0,17411.0
United States of America,Bachelor’s degree,36.0,60000.0
United States of America,Bachelor’s degree,43.0,117000.0
Canada,Bachelor’s degree,10.0,93701.0
United States of America,Bachelor’s degree,8.0,164800.0
United States of America,Master’s degree,22.0,221000.0
India,Bachelor’s degree,6.0,40626.0
Brazil,Bachelor’s degree,0.5,14952.0
United States of America,Less than a Bachelors,4.0,195000.0
Canada,Bachelor’s degree,13.0,98386.0
Other,Master’s degree,12.0,34548.0
United States of America,Bachelor’s degree,19.0,170000.0
Sweden,Master’s degree,8.0,60948.0
United States of America,Bachelor’s degree,2.0,66000.0
United States of America,Bachelor’s degree,9.0,81600.0
Greece,Master’s degree,2.0,12792.0
United States of America,Less than a Bachelors,4.0,62478.0
United States of America,Bachelor’s degree,5.0,100000.0
United States of America,Post grad,28.0,183000.0
Brazil,Bachelor’s degree,6.0,22644.0
India,Bachelor’s degree,3.0,10369.0
United States of America,Less than a Bachelors,18.0,240000.0
United States of America,Bachelor’s degree,7.0,102000.0
United States of America,Bachelor’s degree,8.0,117500.0
Mexico,Bachelor’s degree,0.5,27456.0
Other,Less than a Bachelors,6.0,72000.0
Other,Master’s degree,36.0,158484.0
United States of America,Less than a Bachelors,21.0,225000.0
United States of America,Bachelor’s degree,7.0,185000.0
United States of America,Less than a Bachelors,3.0,75000.0
Canada,Bachelor’s degree,2.0,54659.0
Canada,Less than a Bachelors,7.0,93701.0
Mexico,Bachelor’s degree,10.0,185000.0
Other,Less than a Bachelors,3.0,13440.0
Switzerland,Bachelor’s degree,0.5,82736.0
United States of America,Master’s degree,0.5,75000.0
United States of America,Bachelor’s degree,23.0,191000.0
United States of America,Master’s degree,1.0,80000.0
Canada,Bachelor’s degree,7.0,31234.0
Netherlands,Less than a Bachelors,4.0,38392.0
United States of America,Bachelor’s degree,9.0,220000.0
Austria,Less than a Bachelors,20.0,57588.0
United States of America,Bachelor’s degree,7.0,250000.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,3.0,75384.0
United States of America,Master’s degree,10.0,100000.0
Other,Bachelor’s degree,7.0,70368.0
United States of America,Bachelor’s degree,20.0,150000.0
United States of America,Less than a Bachelors,17.0,80000.0
United States of America,Bachelor’s degree,17.0,180000.0
Other,Less than a Bachelors,9.0,17772.0
United States of America,Bachelor’s degree,6.0,170000.0
Norway,Master’s degree,10.0,114076.0
United States of America,Post grad,14.0,200000.0
Other,Bachelor’s degree,4.0,36000.0
United States of America,Bachelor’s degree,2.0,150000.0
Poland,Bachelor’s degree,12.0,69372.0
Switzerland,Bachelor’s degree,9.0,87907.0
Brazil,Bachelor’s degree,7.0,27005.0
Germany,Master’s degree,8.0,67188.0
United States of America,Bachelor’s degree,10.0,160000.0
Germany,Master’s degree,16.0,85315.0
Other,Bachelor’s degree,30.0,91764.0
United States of America,Bachelor’s degree,2.0,100000.0
Other,Less than a Bachelors,3.0,24000.0
Germany,Master’s degree,24.0,88514.0
United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors,3.0,104281.0
United States of America,Bachelor’s degree,0.5,67000.0
Canada,Master’s degree,8.0,101509.0
Israel,Less than a Bachelors,15.0,143484.0
United States of America,Post grad,12.0,115000.0
Germany,Master’s degree,6.0,63986.0
United States of America,Bachelor’s degree,17.0,116000.0
Brazil,Less than a Bachelors,6.0,37392.0
Austria,Bachelor’s degree,6.0,36127.0
Colombia,Master’s degree,10.0,10572.0
United States of America,Bachelor’s degree,3.0,113000.0
United States of America,Bachelor’s degree,10.0,143000.0
Colombia,Post grad,3.0,18120.0
United States of America,Master’s degree,7.0,96000.0
United States of America,Less than a Bachelors,6.0,110000.0
United Kingdom of Great Britain and Northern Ireland,Post grad,24.0,53522.0
China,Bachelor’s degree,1.0,14412.0
Brazil,Bachelor’s degree,3.0,13212.0
United States of America,Bachelor’s degree,6.0,200000.0
Mexico,Bachelor’s degree,5.0,24084.0
United States of America,Bachelor’s degree,2.0,208858.0
India,Bachelor’s degree,1.0,100596.0
Russian Federation,Post grad,13.0,83124.0
United States of America,Less than a Bachelors,5.0,85000.0
Denmark,Master’s degree,27.0,122172.0
United States of America,Master’s degree,26.0,211333.0
Israel,Bachelor’s degree,4.0,107616.0
Spain,Less than a Bachelors,20.0,159966.0
United States of America,Less than a Bachelors,10.0,155000.0
United States of America,Master’s degree,30.0,130000.0
United States of America,Bachelor’s degree,4.0,96000.0
Russian Federation,Master’s degree,7.0,42000.0
India,Bachelor’s degree,9.0,45140.0
India,Master’s degree,10.0,25794.0
United States of America,Bachelor’s degree,8.0,120000.0
United States of America,Master’s degree,22.0,140000.0
United States of America,Bachelor’s degree,1.0,75000.0
United States of America,Less than a Bachelors,18.0,174000.0
Brazil,Bachelor’s degree,10.0,37392.0
United States of America,Bachelor’s degree,0.5,18000.0
United States of America,Less than a Bachelors,0.5,50000.0
Germany,Bachelor’s degree,7.0,79980.0
United Kingdom of Great Britain and Northern Ireland,Master’s degree,17.0,103024.0
United States of America,Bachelor’s degree,9.0,160000.0
United States of America,Bachelor’s degree,2.0,105000.0
India,Bachelor’s degree,2.0,12897.0
United States of America,Bachelor’s degree,12.0,157000.0
Poland,Bachelor’s degree,2.0,18588.0
Brazil,Bachelor’s degree,18.0,32412.0
United States of America,Bachelor’s degree,3.0,215000.0
United States of America,Bachelor’s degree,0.5,45120.0
Czech Republic,Master’s degree,25.0,22860.0
Other,Master’s degree,7.0,11880.0
United States of America,Post grad,13.0,96500.0
United States of America,Bachelor’s degree,1.0,68000.0
Germany,Bachelor’s degree,6.0,58872.0
United States of America,Bachelor’s degree,38.0,120000.0
United States of America,Less than a Bachelors,4.0,250000.0
United States of America,Bachelor’s degree,7.0,67500.0
Lithuania,Bachelor’s degree,3.0,59720.0
United States of America,Bachelor’s degree,14.0,130000.0
United States of America,Post grad,7.0,150000.0
United States of America,Less than a Bachelors,20.0,180000.0
United States of America,Bachelor’s degree,10.0,178000.0
Belgium,Bachelor’s degree,2.0,57588.0
Germany,Less than a Bachelors,6.0,58074.0
United States of America,Master’s degree,10.0,108000.0
France,Master’s degree,10.0,76783.0
Germany,Master’s degree,20.0,69318.0
United States of America,Bachelor’s degree,2.0,50000.0
Canada,Post grad,9.0,149922.0
United States of America,Bachelor’s degree,5.0,175000.0
Italy,Bachelor’s degree,12.0,46068.0
United States of America,Bachelor’s degree,26.0,190000.0
Sweden,Master’s degree,4.0,65112.0
United States of America,Bachelor’s degree,22.0,88000.0
United States of America,Less than a Bachelors,6.0,118000.0
Russian Federation,Master’s degree,7.0,41556.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,9.0,84807.0
Poland,Less than a Bachelors,9.0,49956.0
United States of America,Master’s degree,9.0,190000.0
United States of America,Bachelor’s degree,6.0,202000.0
United States of America,Less than a Bachelors,1.0,65000.0
Canada,Less than a Bachelors,1.0,42946.0
United States of America,Bachelor’s degree,20.0,150000.0
United States of America,Master’s degree,7.0,120000.0
Brazil,Bachelor’s degree,5.0,21192.0
Brazil,Bachelor’s degree,9.0,12468.0
United States of America,Bachelor’s degree,4.0,170000.0
United States of America,Bachelor’s degree,10.0,133000.0
United States of America,Master’s degree,12.0,170000.0
United States of America,Bachelor’s degree,2.0,215000.0
United States of America,Master’s degree,40.0,220000.0
Canada,Less than a Bachelors,4.0,78084.0
China,Bachelor’s degree,4.0,50000.0
Argentina,Less than a Bachelors,32.0,22212.0
United States of America,Bachelor’s degree,5.0,146000.0
United States of America,Bachelor’s degree,2.0,65000.0
Turkey,Master’s degree,9.0,16536.0
United States of America,Bachelor’s degree,3.0,170000.0
United States of America,Bachelor’s degree,4.0,160000.0
Finland,Bachelor’s degree,2.0,38700.0
United States of America,Bachelor’s degree,3.0,90000.0
United States of America,Bachelor’s degree,4.0,142000.0
Canada,Less than a Bachelors,22.0,159292.0
Canada,Master’s degree,9.0,81988.0
Canada,Less than a Bachelors,5.0,62467.0
United States of America,Bachelor’s degree,6.0,168873.0
Czech Republic,Less than a Bachelors,7.0,18192.0
United States of America,Bachelor’s degree,18.0,207000.0
United States of America,Bachelor’s degree,8.0,160000.0
United States of America,Master’s degree,1.0,120000.0
United States of America,Bachelor’s degree,9.0,130000.0
United States of America,Master’s degree,40.0,163163.0
United States of America,Post grad,4.0,110000.0
United States of America,Bachelor’s degree,9.0,192000.0
India,Bachelor’s degree,4.0,139284.0
Canada,Master’s degree,8.0,91358.0
United States of America,Bachelor’s degree,6.0,140000.0
Canada,Bachelor’s degree,22.0,136647.0
United States of America,Bachelor’s degree,8.0,147000.0
United States of America,Bachelor’s degree,6.0,108000.0
Chile,Bachelor’s degree,0.5,12288.0
Canada,Master’s degree,11.0,85893.0
United States of America,Master’s degree,4.0,170000.0
United States of America,Less than a Bachelors,0.5,62000.0
United States of America,Bachelor’s degree,46.0,135000.0
Canada,Bachelor’s degree,35.0,88235.0
United States of America,Master’s degree,2.0,220000.0
United States of America,Bachelor’s degree,15.0,160000.0
United States of America,Bachelor’s degree,15.0,130000.0
Brazil,Bachelor’s degree,4.0,14952.0
Argentina,Post grad,22.0,30000.0
United States of America,Master’s degree,31.0,190000.0
United States of America,Bachelor’s degree,6.0,105000.0
United States of America,Master’s degree,45.0,150000.0
United States of America,Bachelor’s degree,30.0,110000.0
Brazil,Master’s degree,9.0,40508.0
United States of America,Less than a Bachelors,4.0,115000.0
Germany,Bachelor’s degree,0.5,45857.0
United States of America,Bachelor’s degree,15.0,130000.0
United States of America,Bachelor’s degree,8.0,135000.0
Sweden,Less than a Bachelors,19.0,79236.0
United States of America,Bachelor’s degree,4.0,95000.0
United States of America,Less than a Bachelors,3.0,70040.0
United States of America,Bachelor’s degree,12.0,210000.0
United States of America,Bachelor’s degree,17.0,120000.0
Chile,Less than a Bachelors,10.0,79512.0
United States of America,Bachelor’s degree,5.0,170000.0
United States of America,Less than a Bachelors,23.0,230000.0
Turkey,Master’s degree,3.0,76783.0
United States of America,Bachelor’s degree,3.0,99000.0
Germany,Bachelor’s degree,4.0,79983.0
United States of America,Bachelor’s degree,19.0,170000.0
Other,Bachelor’s degree,14.0,40956.0
United States of America,Master’s degree,30.0,155000.0
Ireland,Master’s degree,3.0,38388.0
United States of America,Less than a Bachelors,5.0,110000.0
Lithuania,Bachelor’s degree,6.0,63984.0
United States of America,Bachelor’s degree,1.0,55000.0
United States of America,Master’s degree,6.0,182965.0
Colombia,Less than a Bachelors,5.0,75000.0
United States of America,Bachelor’s degree,12.0,190000.0
United States of America,Less than a Bachelors,10.0,165000.0
Canada,Bachelor’s degree,40.0,66372.0
United States of America,Master’s degree,30.0,165000.0
Germany,Master’s degree,6.0,70385.0
United States of America,Bachelor’s degree,13.0,104000.0
Other,Bachelor’s degree,12.0,60000.0
United States of America,Bachelor’s degree,26.0,100000.0
United States of America,Bachelor’s degree,0.5,115500.0
United States of America,Bachelor’s degree,0.5,100000.0
United States of America,Post grad,15.0,153000.0
Canada,Bachelor’s degree,0.5,58563.0
United States of America,Less than a Bachelors,49.0,110000.0
Canada,Bachelor’s degree,6.0,78084.0
United States of America,Less than a Bachelors,4.0,80000.0
Canada,Bachelor’s degree,3.0,64810.0
Other,Master’s degree,10.0,32400.0
United States of America,Bachelor’s degree,15.0,92000.0
India,Bachelor’s degree,7.0,33855.0
Germany,Master’s degree,10.0,115176.0
Canada,Master’s degree,13.0,140551.0
United States of America,Bachelor’s degree,0.5,49500.0
Sweden,Master’s degree,20.0,109704.0
Canada,Less than a Bachelors,25.0,93701.0
United States of America,Less than a Bachelors,8.0,156800.0
New Zealand,Bachelor’s degree,4.0,61117.0
Argentina,Less than a Bachelors,4.0,42000.0
United States of America,Bachelor’s degree,12.0,136000.0
Spain,Less than a Bachelors,27.0,47990.0
Mexico,Bachelor’s degree,7.0,42144.0
United States of America,Bachelor’s degree,1.0,80000.0
United States of America,Bachelor’s degree,7.0,210000.0
Austria,Post grad,10.0,83182.0
United States of America,Bachelor’s degree,12.0,150000.0
United States of America,Bachelor’s degree,7.0,191000.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,26.0,56538.0
United States of America,Bachelor’s degree,8.0,180000.0
India,Less than a Bachelors,16.0,11607.0
France,Bachelor’s degree,5.0,43724.0
United States of America,Bachelor’s degree,3.0,110000.0
Other,Master’s degree,9.0,29397.0
United States of America,Less than a Bachelors,31.0,118000.0
United States of America,Bachelor’s degree,11.0,146000.0
Canada,Bachelor’s degree,8.0,70276.0
Italy,Bachelor’s degree,11.0,44790.0
Argentina,Less than a Bachelors,15.0,45000.0
United States of America,Bachelor’s degree,15.0,250000.0
United States of America,Less than a Bachelors,44.0,210000.0
Brazil,Master’s degree,10.0,77900.0
United States of America,Bachelor’s degree,4.0,250000.0
United States of America,Bachelor’s degree,20.0,210000.0
Canada,Bachelor’s degree,2.0,62467.0
Brazil,Less than a Bachelors,4.0,17448.0
United States of America,Bachelor’s degree,9.0,120000.0
United States of America,Bachelor’s degree,4.0,150000.0
Germany,Master’s degree,8.0,75717.0
Canada,Master’s degree,6.0,171785.0
Canada,Less than a Bachelors,5.0,97605.0
United States of America,Master’s degree,30.0,120000.0
United States of America,Bachelor’s degree,15.0,85000.0
United States of America,Less than a Bachelors,5.0,63000.0
United States of America,Less than a Bachelors,8.0,115000.0
United States of America,Post grad,10.0,120000.0
United States of America,Bachelor’s degree,3.0,80000.0
Canada,Bachelor’s degree,14.0,97605.0
United Kingdom of Great Britain and Northern Ireland,Master’s degree,28.0,115588.0
China,Less than a Bachelors,7.0,31233.0
Brazil,Less than a Bachelors,13.0,28044.0
United States of America,Bachelor’s degree,16.0,140000.0
United States of America,Bachelor’s degree,9.0,90000.0
Israel,Bachelor’s degree,7.0,139896.0
Canada,Bachelor’s degree,9.0,43727.0
United States of America,Master’s degree,1.0,90000.0
Ireland,Bachelor’s degree,4.0,56521.0
Colombia,Bachelor’s degree,11.0,66420.0
United States of America,Less than a Bachelors,15.0,240000.0
United States of America,Bachelor’s degree,12.0,150000.0
Other,Less than a Bachelors,10.0,15600.0
United States of America,Less than a Bachelors,4.0,85000.0
Other,Bachelor’s degree,12.0,85000.0
Hungary,Master’s degree,4.0,12216.0
Canada,Bachelor’s degree,12.0,84331.0
United States of America,Master’s degree,40.0,150000.0
United States of America,Bachelor’s degree,4.0,122500.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,11.0,178408.0
United States of America,Bachelor’s degree,11.0,101000.0
United States of America,Bachelor’s degree,16.0,92956.0
United States of America,Bachelor’s degree,10.0,216000.0
United States of America,Bachelor’s degree,11.0,162000.0
Turkey,Bachelor’s degree,18.0,67644.0
United States of America,Master’s degree,27.0,156000.0
Canada,Master’s degree,24.0,67152.0
United States of America,Master’s degree,15.0,90000.0
United States of America,Bachelor’s degree,0.5,85000.0
United States of America,Master’s degree,13.0,250000.0
Canada,Bachelor’s degree,11.0,62467.0
Brazil,Bachelor’s degree,4.0,22440.0
Brazil,Master’s degree,19.0,39469.0
Germany,Master’s degree,6.0,66119.0
United States of America,Bachelor’s degree,4.0,130000.0
Netherlands,Bachelor’s degree,0.5,35196.0
France,Master’s degree,7.0,41591.0
United States of America,Bachelor’s degree,7.0,107500.0
United States of America,Bachelor’s degree,2.0,160000.0
United States of America,Bachelor’s degree,5.0,170000.0
United States of America,Bachelor’s degree,10.0,200000.0
United Kingdom of Great Britain and Northern Ireland,Master’s degree,1.0,113075.0
Chile,Master’s degree,20.0,18792.0
United States of America,Bachelor’s degree,5.0,130000.0
United States of America,Less than a Bachelors,4.0,125000.0
United States of America,Bachelor’s degree,4.0,19000.0
United States of America,Bachelor’s degree,20.0,225000.0
Colombia,Bachelor’s degree,7.0,22644.0
United States of America,Master’s degree,8.0,155000.0
Canada,Less than a Bachelors,4.0,39042.0
Canada,Bachelor’s degree,15.0,156168.0
Germany,Post grad,10.0,63984.0
United States of America,Bachelor’s degree,10.0,178000.0
Ukraine,Master’s degree,6.0,42648.0
United States of America,Less than a Bachelors,3.0,72000.0
United States of America,Bachelor’s degree,7.0,125000.0
United States of America,Master’s degree,10.0,150000.0
Germany,Bachelor’s degree,3.0,50928.0
United States of America,Bachelor’s degree,6.0,150000.0
Brazil,Master’s degree,15.0,81016.0
United States of America,Bachelor’s degree,6.0,150000.0
Spain,Master’s degree,12.0,70385.0
United States of America,Bachelor’s degree,6.0,180000.0
United States of America,Less than a Bachelors,38.0,150000.0
United States of America,Bachelor’s degree,9.0,175000.0
Other,Master’s degree,16.0,32736.0
Canada,Less than a Bachelors,5.0,61686.0
United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors,12.0,106793.0
Chile,Less than a Bachelors,4.0,20244.0
United States of America,Master’s degree,19.0,215672.0
United States of America,Less than a Bachelors,25.0,185000.0
Canada,Less than a Bachelors,5.0,124935.0
Sweden,Master’s degree,12.0,57900.0
Germany,Bachelor’s degree,16.0,159966.0
United States of America,Bachelor’s degree,5.0,100000.0
Canada,Bachelor’s degree,12.0,124935.0
France,Master’s degree,2.0,34126.0
United States of America,Bachelor’s degree,3.0,96000.0
United States of America,Less than a Bachelors,12.0,150500.0
Germany,Bachelor’s degree,7.0,91714.0
United States of America,Bachelor’s degree,5.0,121000.0
United States of America,Bachelor’s degree,11.0,140000.0
United States of America,Bachelor’s degree,20.0,70000.0
Germany,Master’s degree,3.0,38392.0
United States of America,Less than a Bachelors,5.0,193000.0
Hungary,Master’s degree,13.0,14724.0
Switzerland,Bachelor’s degree,7.0,116864.0
United States of America,Less than a Bachelors,28.0,170000.0
Mexico,Bachelor’s degree,8.0,63726.0
Brazil,Bachelor’s degree,4.0,21687.0
United States of America,Bachelor’s degree,50.0,200000.0
United States of America,Bachelor’s degree,7.0,165000.0
United States of America,Bachelor’s degree,22.0,104000.0
United States of America,Less than a Bachelors,14.0,220000.0
Portugal,Master’s degree,4.0,58654.0
United States of America,Less than a Bachelors,10.0,210000.0
Netherlands,Bachelor’s degree,5.0,69318.0
United States of America,Less than a Bachelors,10.0,55000.0
United States of America,Master’s degree,5.0,100900.0
Brazil,Bachelor’s degree,7.0,26172.0
United States of America,Bachelor’s degree,30.0,130000.0
United Kingdom of Great Britain and Northern Ireland,Master’s degree,12.0,111819.0
United States of America,Bachelor’s degree,20.0,125000.0
Canada,Bachelor’s degree,12.0,70276.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,0.5,37692.0
Brazil,Bachelor’s degree,25.0,33237.0
India,Bachelor’s degree,7.0,28374.0
United States of America,Bachelor’s degree,6.0,135000.0
Canada,Less than a Bachelors,8.0,89797.0
United States of America,Bachelor’s degree,6.0,92000.0
United States of America,Bachelor’s degree,10.0,195000.0
United States of America,Bachelor’s degree,6.0,130000.0
Brazil,Less than a Bachelors,12.0,14952.0
United States of America,Bachelor’s degree,16.0,170000.0
Chile,Less than a Bachelors,6.0,37584.0
Mexico,Less than a Bachelors,1.0,24084.0
United States of America,Bachelor’s degree,11.0,120000.0
United States of America,Master’s degree,8.0,150000.0
Germany,Bachelor’s degree,8.0,69318.0
Bulgaria,Master’s degree,1.0,14400.0
United States of America,Master’s degree,24.0,250000.0
Canada,Master’s degree,0.5,58563.0
Brazil,Less than a Bachelors,4.0,21348.0
United States of America,Master’s degree,4.0,126000.0
Slovenia,Bachelor’s degree,21.0,28152.0
United States of America,Master’s degree,14.0,177500.0
United States of America,Bachelor’s degree,3.0,149000.0
United States of America,Master’s degree,14.0,185000.0
United States of America,Less than a Bachelors,16.0,143000.0
Canada,Bachelor’s degree,21.0,58563.0
United States of America,Master’s degree,22.0,175000.0
United States of America,Bachelor’s degree,1.0,100000.0
United States of America,Master’s degree,3.0,87000.0
United States of America,Less than a Bachelors,15.0,120000.0
Mexico,Bachelor’s degree,6.0,15048.0
Greece,Master’s degree,1.0,10236.0
United States of America,Bachelor’s degree,1.0,120000.0
United States of America,Bachelor’s degree,2.0,80000.0
Other,Bachelor’s degree,8.0,19296.0
United States of America,Bachelor’s degree,15.0,160000.0
United States of America,Bachelor’s degree,5.0,106318.0
United States of America,Bachelor’s degree,4.0,137500.0
United States of America,Bachelor’s degree,10.0,140000.0
Other,Less than a Bachelors,3.0,21600.0
Canada,Bachelor’s degree,6.0,97605.0
United States of America,Master’s degree,11.0,230000.0
Colombia,Bachelor’s degree,4.0,42276.0
Canada,Bachelor’s degree,12.0,109318.0
Switzerland,Post grad,7.0,131343.0
Canada,Less than a Bachelors,12.0,117126.0
United States of America,Post grad,15.0,175000.0
Germany,Bachelor’s degree,10.0,106644.0
China,Master’s degree,17.0,51192.0
United States of America,Bachelor’s degree,0.5,90000.0
France,Master’s degree,0.5,23040.0
United States of America,Less than a Bachelors,7.0,100000.0
United States of America,Post grad,26.0,160000.0
United States of America,Bachelor’s degree,6.0,95000.0
Denmark,Master’s degree,5.0,82368.0
Brazil,Bachelor’s degree,3.0,31404.0
United States of America,Bachelor’s degree,11.0,175000.0
Canada,Less than a Bachelors,15.0,62467.0
United States of America,Bachelor’s degree,4.0,150000.0
Canada,Less than a Bachelors,10.0,81988.0
Canada,Bachelor’s degree,29.0,156168.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,19.0,75384.0
United States of America,Less than a Bachelors,2.0,120000.0
United States of America,Bachelor’s degree,10.0,101000.0
United States of America,Less than a Bachelors,2.0,62000.0
Colombia,Less than a Bachelors,6.0,42876.0
United States of America,Bachelor’s degree,10.0,175000.0
Brazil,Bachelor’s degree,15.0,149568.0
United States of America,Bachelor’s degree,13.0,167240.0
Denmark,Master’s degree,7.0,111129.0
Canada,Bachelor’s degree,18.0,79059.0
United States of America,Bachelor’s degree,3.0,90000.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,2.0,37692.0
Other,Bachelor’s degree,10.0,38400.0
Brazil,Bachelor’s degree,13.0,19944.0
United States of America,Bachelor’s degree,5.0,163000.0
United Kingdom of Great Britain and Northern Ireland,Master’s degree,15.0,98261.0
Germany,Master’s degree,10.0,64512.0
Canada,Master’s degree,7.0,117126.0
United States of America,Less than a Bachelors,27.0,125000.0
United States of America,Bachelor’s degree,8.0,113000.0
Canada,Bachelor’s degree,3.0,101509.0
Netherlands,Master’s degree,18.0,100245.0
United States of America,Bachelor’s degree,25.0,168000.0
Spain,Master’s degree,30.0,85315.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,12.0,114332.0
United States of America,Less than a Bachelors,2.0,67000.0
Netherlands,Bachelor’s degree,13.0,63986.0
United States of America,Bachelor’s degree,0.5,107500.0
United States of America,Bachelor’s degree,10.0,100000.0
Slovenia,Bachelor’s degree,5.0,26661.0
Other,Less than a Bachelors,4.0,22824.0
United States of America,Bachelor’s degree,6.0,135000.0
Canada,Master’s degree,1.0,42946.0
United States of America,Bachelor’s degree,12.0,130000.0
Mexico,Bachelor’s degree,13.0,85000.0
Poland,Master’s degree,5.0,44400.0
Other,Less than a Bachelors,5.0,44796.0
Netherlands,Master’s degree,2.0,49056.0
United States of America,Less than a Bachelors,8.0,180000.0
Spain,Less than a Bachelors,4.0,26661.0
Canada,Bachelor’s degree,8.0,81988.0
United States of America,Bachelor’s degree,3.0,68000.0
Canada,Bachelor’s degree,8.0,117126.0
United States of America,Master’s degree,5.0,100000.0
Canada,Master’s degree,15.0,187402.0
Finland,Less than a Bachelors,0.5,28788.0
Bangladesh,Bachelor’s degree,6.0,21828.0
Canada,Bachelor’s degree,3.0,78084.0
United States of America,Bachelor’s degree,30.0,153000.0
United States of America,Master’s degree,6.0,155000.0
United States of America,Bachelor’s degree,9.0,165000.0
Brazil,Bachelor’s degree,19.0,46740.0
Sweden,Master’s degree,2.0,42660.0
Other,Bachelor’s degree,6.0,78000.0
United States of America,Bachelor’s degree,3.0,83000.0
Canada,Master’s degree,15.0,93701.0
Other,Less than a Bachelors,3.0,42000.0
United States of America,Post grad,0.5,135000.0
Other,Less than a Bachelors,4.0,44796.0
Russian Federation,Bachelor’s degree,2.0,22860.0
United States of America,Bachelor’s degree,7.0,93000.0
United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors,12.0,65961.0
Belgium,Master’s degree,3.0,48624.0
United States of America,Bachelor’s degree,3.0,84000.0
Portugal,Bachelor’s degree,3.0,19200.0
United States of America,Less than a Bachelors,20.0,88000.0
Canada,Less than a Bachelors,0.5,26339.0
South Africa,Master’s degree,0.5,23520.0
Canada,Master’s degree,18.0,99948.0
France,Master’s degree,17.0,68252.0
United States of America,Bachelor’s degree,8.0,206000.0
United States of America,Less than a Bachelors,7.0,92000.0
India,Bachelor’s degree,7.0,16766.0
United States of America,Bachelor’s degree,30.0,250000.0
Denmark,Less than a Bachelors,3.0,96360.0
Russian Federation,Bachelor’s degree,6.0,24000.0
Netherlands,Bachelor’s degree,6.0,37116.0
United States of America,Master’s degree,3.0,95000.0
United States of America,Bachelor’s degree,4.0,85000.0
Spain,Less than a Bachelors,3.0,26661.0
France,Bachelor’s degree,3.0,24960.0
France,Master’s degree,14.0,63986.0
United States of America,Bachelor’s degree,6.0,145000.0
United States of America,Bachelor’s degree,5.0,131000.0
Brazil,Bachelor’s degree,8.0,34896.0
United States of America,Less than a Bachelors,8.0,110000.0
United States of America,Less than a Bachelors,24.0,150000.0
Poland,Bachelor’s degree,0.5,20808.0
France,Master’s degree,12.0,49056.0
Germany,Less than a Bachelors,3.0,38388.0
United States of America,Master’s degree,7.0,98000.0
Canada,Master’s degree,10.0,53878.0
United States of America,Bachelor’s degree,5.0,200000.0
United States of America,Bachelor’s degree,4.0,160000.0
Germany,Bachelor’s degree,8.0,118374.0
France,Master’s degree,10.0,95979.0
Switzerland,Bachelor’s degree,8.0,98248.0
Italy,Less than a Bachelors,20.0,63986.0
United States of America,Bachelor’s degree,4.0,70000.0
United States of America,Less than a Bachelors,12.0,140000.0
Germany,Less than a Bachelors,13.0,72948.0
Canada,Bachelor’s degree,10.0,137428.0
Switzerland,Bachelor’s degree,2.0,103419.0
Spain,Bachelor’s degree,12.0,47990.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,8.0,59050.0
Netherlands,Bachelor’s degree,8.0,47352.0
Colombia,Bachelor’s degree,15.0,36000.0
Canada,Less than a Bachelors,1.0,55916.0
